,texts,labels
15483,"The gorse-bushes became more frequent as they got nearer the top; very old and tall they were, gaunt and leggy below but thick above, and already putting out yellow flowers that glimmered in the gloom", and gave a faint sweet scent.
15484,"So tall were the spiny thickets that the hobbits could walk upright under them, passing through long dry aisles carpeted with a deep prickly mould.On the further edge of this broad hill-back they stay",ed their march and crawled for hiding underneath a tangled knot of thorns.
15485,Their,
15486,"with dead branch and bramble, and roofed with the first leaves and shoots of spring.",
15487,"There they lay for a while, too tired yet to eat; and peering out through the holes in the covert they watched for the slow growth of day.But no day came, only a dead brown twilight.",
15488,In the East there was a dull red glare under the lowering cloud: it was not the red of dawn.,
15489,"Across the tumbled lands between, the mountains of the Ephel Du´ath frowned at them, black and shapeless below where night lay thick and did not pass away, above with jagged tops and edges out- lined ",hard and menacing against the fiery glow.
15490,"Away to their right a great shoulder of the mountains stood out, dark and black amid the shadows, thrusting westward.‘Which way do we go from here?’ asked Frodo.",
15491,"‘Is that the opening of – of the Morgul Valley, away over there beyond that black mass?’ ‘Need we think about it yet?’ said Sam.",
15492,"‘Surely we’re not going to move any more today, if day it is?’ ‘Perhaps not, perhaps not,’ said Gollum.",
15493,"‘But we must go soon, to the Cross-roads.",
15494,"Yes, to the Cross-roads.",
15495,"That’s the way over there, yes, Master.’ The red glare over Mordor died away.",
15496,The twilight deepened as great vapours rose in the East and crawled above them.,
15497,"Frodo and Sam took a little food and then lay down, but Gollum was restless.He would not eat any of their food, but he drank a little water and then crawled about under the bushes, sniffing and mutter",ing.
15498,"Then suddenly he disappeared.‘Off hunting, I suppose,’ said Sam and yawned.",
15499,"It was his turn to sleep first, and he was soon deep in a dream.",
15500,"He thought he was back in the Bag End garden looking for something; but he had a heavy pack on his back, which made him stoop.",
15501,"It all seemed very weedy and rank somehow, and thorns and bracken were invading the beds down near the bottom hedge.‘A job of work for me, I can see; but I’m so tired,’ he kept on saying.",
15502,Presently he remembered what he was looking for.,
15503,"‘My pipe!’ he said, and with that he woke up.‘Silly!’ he said to himself, as he opened his eyes and wondered why he was lying down under the hedge.",
15504,"‘It’s in your pack all the time!’ Then he realized, first that the pipe might be in his pack but he had no leaf, and next that he was hundreds of miles from Bag End.",
15505,He sat up.,
15506,It seemed to be almost dark.,
15507,"Why had his master let him sleep on out of turn, right on till evening?",
15508,"‘Haven’tyouhadnosleep,Mr.Frodo?’hesaid.‘What’sthetime?",
15509,lighter: darker and darker.,
15510,"As far as I can tell, it isn’t midday yet, and you’ve only slept for about three hours.’ ‘I wonder what’s up,’ said Sam.",
15511,‘Is there a storm coming?,
15512,If so it’s going to be the worst there ever was.,
15513,"We shall wish we were down a deep hole, not just stuck under a hedge.’ He listened.",
15514,‘What’s that?,
15515,"Thunder, or drums, or what is it?’ ‘I don’t know,’ said Frodo.",
15516,‘It’s been going on for a good while now.,
15517,"Sometimes the ground seems to tremble, sometimes it seems to be the heavy air throbbing in your ears.’ Sam looked round.",
15518,‘Where’s Gollum?’ he said.,
15519,"‘Hasn’t he come back yet?’ ‘No,’ said Frodo.",
15520,"‘There’s not been a sign or sound of him.’ ‘Well, I can’t abide him,’ said Sam.",
15521,"‘In fact, I’ve never taken anything on a journey that I’d have been less sorry to lose on the way.",
15522,"But it would be just like him, after coming all these miles, to go and get lost now, just when we shall need him most – that is, if he’s ever going to be any use, which I doubt.’ ‘You forget the Marsh","es,’ said Frodo."
15523,‘I hope nothing has hap- pened to him.’ ‘And I hope he’s up to no tricks.,
15524,"And anyway I hope he doesn’t fall into other hands, as you might say.",
15525,"Because if he does, we shall soon be in for trouble.’ At that moment a rolling and rumbling noise was heard again, louder now and deeper.",
15526,The ground seemed to quiver under their feet.,
15527,"‘I think we are in for trouble anyhow,’ said Frodo.",
15528,"‘I’m afraid our journey is drawing to an end.’ ‘Maybe,’ said Sam; ‘but where there’s life there’s hope, as my gaffer used to say; and need of vittles, as he mostways used to add.",
15529,"You have a bite, Mr. Frodo, and then a bit of sleep.’ The afternoon, as Sam supposed it must be called, wore on.",
15530,"Look- ing out from the covert he could see only a dun, shadowless world, fading slowly into a featureless, colourless gloom.",
15531,It felt stifling but not warm.,
15532,"Frodo slept unquietly, turning and tossing, and sometimes murmuring.",
15533,Twice Sam thought he heard him speaking Gandalf ’s name.,
15534,The time seemed to drag interminably.,
15535,"Suddenly Sam heard a hiss behind him, and there was Gollum on all fours, peering at them with gleaming eyes.‘Wake up, wake up!",
15536,"Wake up, sleepies!’ he whispered.",
15537,‘Wake up!,
15538,No time to lose.,
15539,"We must go, yes, we must go at once.",
15540,No time to lose!’ Sam stared at him suspiciously: he seemed frightened or excited.,
15541,‘Silly!’ hissed Gollum.,
15542,‘We’re not in decent places.,
15543,"Time’s running short, yes, running fast.",
15544,No time to lose.,
15545,We must go.,
15546,"Wake up, Master, wake up!’ He clawed at Frodo; and Frodo, startled out of sleep, sat up suddenly and seized him by the arm.",
15547,"Gollum tore himself loose and backed away.‘They mustn’t be silly,’ he hissed.",
15548,‘We must go.,
15549,No time to lose!’ And nothing more could they get out of him.,
15550,"Where he had been, and what he thought was brewing to make him in such a hurry, he would not say.",
15551,"Sam was filled with deep suspicion, and showed it; but Frodo gave no sign of what was passing in his mind.",
15552,"He sighed, hoisted his pack, and prepared to go out into the ever-gathering darkness.Very stealthily Gollum led them down the hillside, keeping under cover wherever it was possible, and running, almos","t bent to the ground, across any open space; but the light was now so dim that even a keen-eyed beast of the wild could scarcely have seen the hobbits, hooded, in their grey cloaks, nor heard them, walking as warily as the little people can."
15553,"Without the crack of a twig or the rustle of a leaf they passed and vanished.For about an hour they went on, silently, in single file, oppressed by the gloom and by the absolute stillness of the land,", broken only now and again by the faint rumbling as of thunder far away or drum- beats in some hollow of the hills.
15554,"Down from their hiding-place they went, and then turning south they steered as straight a course as Gollum could find across a long broken slope that leaned up towards the mountains.",
15555,"Presently, not far ahead, looming up like a black wall, they saw a belt of trees.",
15556,"As they drew nearer they became aware that these were of vast size, very ancient it seemed, and still towering high, though their tops were gaunt and broken, as if tempest and lightning-blast had swep","t across them, but had failed to kill them or to shake their fathomless roots.‘The Cross-roads, yes,’ whispered Gollum, the first words that had been spoken since they left their hiding-place."
15557,"‘We must go that way.’ Turning eastward now, he led them up the slope; and then suddenly there it was before them: the Southward Road, winding its way about the outer feet of the mountains, until pres","ently it plunged into the great ring of trees.‘This is the only way,’ whispered Gollum."
